authority,amount,balance,pool,poolShare,dailyRewardsRate,farmer
HuZ22mVERj3K8NBW7FCe6WPQCycAEs5QjGLvE7BGBTgp,0.29463,44.902527,Token PaiY,0.0000481031,43750,DjJJcJabF8m9Z8MSjvDnQPkj6eqsZg8twPoTNhfwoco
nhYZh74RzEpUMUfVhpFxyVkUJz8cMTWwB8F75oFdhMN,0.294602,107.777905,Token 2poo,0.0000120247,175000,AXVar8as2UZ34uH94L5SgQfapeEiKQ381GzUPKLfwPES
A6hqiLukPznxPKQd519mWbSEv8TVYpfQqBvzYcEuz5vr,0.29379,107.481218,Token 2poo,0.0000119916,175000,7c5hP4k2cgLWiYGRrzL6xNDiQnLSQSY1wFUWhncDBtAX
3zk8ULYViJAKbop1jT1YNSbEdDyT57yUKi7fxyNSUBwR,0.293734,19.776,Token MAiP,0.0000479576,43750,6jLbLRqcnTahh261cVysSRSTu6EuRqrksXBUmcQFZrHh
23rzkEv1tYCwvfTyi24VxPwikCPpEibanesSW753YMUD,0.293272,107.290901,Token 2poo,0.0000119704,175000,5kYCDpLWVkSyRNPQUDjjRJQWeFYfT19PGagRqhrQPr97
6GMYgAxE9u6KZHMxXUeRywPJ4V4HNHQTEboSwX11PjH,0.29232,106.939248,Token 2poo,0.0000119312,175000,AsH57PJp4es4Qsp3muGxQhowczyT9ia3gjwdpgbQW9Wy
BXsXgPtX9yTKCAXs9iMKRRykXfYTqaf1GhhA5L3hhcgp,0.292306,106.935398,Token 2poo,0.0000119307,175000,GUdUZ5u6nDBRQ8baTaxY4SpLVKVXUYfW863z76xZ6wKF
8yXBJ5Yjtfj88fuo8MBRcrPT5bEQCC1d3EZMoocr5faQ,0.292166,106.883756,Token 2poo,0.0000119250,175000,4rPZhA1tvF4epvWBbxHg5tHTjMKMAuSrvk5KTU7oraap
yspFroGyfRJTw9z7YWT4CV5ZbFCtxMeYwsRgVz6GWa7,0.29211,44.517171,Token PaiY,0.0000476903,43750,EDcBVJRci4EW49vsJzPfgXVVD3LahjSMf8QqsgP5HqPu
DTc87VPqJ1ikMmYfKqZFqvcFvfygwJM9DTTjmmSHw1tf,0.292096,0.926161034,Token SoLE,0.0000238444,87500,8anXQPx9K2w6R8BBBjnGJ7sPSKyy3PWm4MRPnAxTtk94
D3Jfz8wxbooZgA5STK62iehaoGXMybXARjd8bTU6Gi7A,0.292012,1.296893939,Token FTXd,0.0000476761,43750,Cxk39uvv6fu2SApcdUu24AcAxU9NtK7c7YoN28PkUFiQ
8QWwLZe17Q4fD5v1M2L6TraJUmkSHhgHyjsD6kRdfMMn,0.29113,106.507945,Token 2poo,0.0000118830,175000,8gTmZgNEwSGFax1nbYfgbSaJ3DKJtBPTTZZ1v3padGUU
8KaD4CjoX1mXbvnpLYmbFUxi9wtJLabPtMAqvfTCC1sk,0.29106,36.382928548,Token UST3,0.0000095038,218750,CJd8X2cq2n91rSNUF5KQf4nx2kP4Njunu36uQVStiVWZ
2L1h2mEPZjgA6JUu4NK8AGCkk4vBLPWovXLhz7GiwLRa,0.290668,0.668537783,Token LUNk,0.0000474555,43750,2D8JQPK26YZYYXiWuwfZrrZFhArEa5eT1iRqbus2eXPY
5Q3DtmGCbghQ9QkxhUo8g8F5BG26GX4fzebkoVaXW3u2,0.290416,0.920835926,Token SoLE,0.0000237073,87500,DN57YhU5HDViSVp4bt8ViM6BxKPCpzkqDNwij7UAcHUT
MmXVKd8KS3a5sUFEucQkUkra1Tc9kHAfGX6w79A7LWM,0.290262,106.188495,Token 2poo,0.0000118474,175000,5VC4sksD3bxqx5mcKVaTJSrMWnRfRja6P4BC2BSF3TZR
Akh191BhPk8ZVVgjKD2NtD2cJwhYTTmpEzxffCaDwH1z,0.290066,0.667155809,Token LUNk,0.0000473574,43750,GZRSpmfwKB6Xy1UANDTPZ4Ep3P37868uMisjVQiuDZpN
DR8mVKS4UWcaZMXuMoj7QEzzjoV1jsNwA6nw8W8UjD1B,0.289996,0.919525785,Token SoLE,0.0000236736,87500,CHhmr3LbEi8voK7AnYZPL6XTze93z6hRPLaaCGym6K9e
2fU55zZGL17c1hnAMPNaGNXzVbR5C6T9r3aJ6ruigZmR,0.289898,106.056485,Token 2poo,0.0000118327,175000,CSzBSX9mnVKpnahrhWr3EXJugwC7qgfEPM3tGqaoa6Pa
2BtRzBie97hsFBLgu4X4dTGCtv8We7npaXM9MmcqdWvf,0.289632,19.951,Token BUSD,0.0000472859,43750,GJKDLdKg6HaNmw3UQXWAGgqf5imzu2dF7NXREmfCNeic
By7ThH5b6sE5MDDDAGZwAJvZXobRp4bcnvsTLbFf6NZb,0.289632,36.205,Token UST3,0.0000094574,218750,AmNtNEpG16ifk9BCweLbDHU7RYehNWY22U8UPuEcTppr
Dz29k4tXGdh2xQtZx3gdFNjaQA884dEcfBvyacxeNMsD,0.289548,44.128,Token PaiY,0.0000472734,43750,D9F8rVpcuakQTTdwC3smrgnt3i4zDS3NQcR24rgoLLkF
9aUxTUNnNwJcC6yyh3mciCMTKJ4Ni8wHqB6sFAkguKgB,0.28889,3.906361,Token SRMK,0.0000471654,43750,apTCQnTa6E4dFh4QsEZTT6mi1LG5d5QfRa5ZL8XSufP
EcSZvwfupLLLktGVhX6bNFtZv9qE8kswRa6cLpU2rUpX,0.288036,0.66249836,Token LUNk,0.0000470268,43750,2PMVrW84JvQrUvL3LC4L74mzNiTD27hgMteZmB97Ta9r
GveD1mCUqWrj1Fv5pfvQ2hEVnP9ickK7fUaYmacAmxEg,0.287938,0.318536708,Token stSj,0.0000470101,43750,3EBjnqCb7yRGnRJWbMjg2uxEHdQJSj9ybCeZqLgdN2Sf
76AvXzNnX5qcKuowt2sY4UKDaesqUyeHDpe9VRAYRdro,0.287028,3.88125,Token SRMK,0.0000468622,43750,2PVR7nQ1SaukanxXfs2B5mPpBC5kekR3DBcnSqFuWie4
4jFqUZkTsj5Qu8WAiyMVdBqjo2wn1HwEcc22RosUVdFT,0.286958,104.982413,Token 2poo,0.0000117128,175000,7RnG5NhgaNduCv123VxktY7W7psvkgEY8pVwgZRWtBfs
HWPjN7GgbM49csrM3JZBnpGbMbNFheFfBoa6T2JXnEQV,0.286846,0.418940524,Token PrsV,0.0000468322,43750,DkZateW1jo3synRc7WMk6QtB1zrxXNzuwmF4xnXwWLbu
pYpzL5f3nfRwozqKNgM4itPEhcGfHnxs5kvhLSEcNXp,0.286748,43.7,Token PaiY,0.0000468149,43750,H6azcjpomtiEBD99EDtYtkzGvtPGnBrgXS9JRRZF6FwR
BFvxQiodiychwsJmgee3GFcEycMrrFXwJPkgwauYXPmB,0.285474,43.507344,Token PaiY,0.0000466085,43750,FS8CEsJFxnUvCzbzhz2WFjjNeXaKXLQvei9yPNhDvraD
8TytQrLGMLs7vwoJngZnJq89ZDDCiM2rTryn6KAszth1,0.285418,0.904978149,Token SoLE,0.0000232990,87500,uohFcsaqZuamrk3YEjriXaJyQKBL98Y1TTmyPCiVPfK
voHbn31yDAXJtjvV4pBSuAMz6yQ9MbAhtnFGq644zd7,0.285334,104.385023,Token 2poo,0.0000116462,175000,EB3d53YGhZnhXPDXXcFP1JZozkS69Qv3oRqEV7WtSKGG
6GAYch7RthkoDRCDwuc7vG7GsZfWfqVwWPyPnDCGffBf,0.284704,0.415803806,Token PrsV,0.0000464816,43750,9e46z8rKfvSbKrns8p6VMGfFUdwPYL9exodTDQ4jUQoW
ADU9nsrdhZiTp6BWqhPLPfgbTinPjyMvUxcfP6SoawcF,0.284424,35.5546396,Token UST3,0.0000092875,218750,4s7pm7PpVTdbysze5fxebpDUcfd2FyHZsR1so241TFak
F8ru3YcKeCKQXd9ism5BKmEtHp4nnK1QhmzVnsfi4xb4,0.284284,104,Token 2poo,0.0000116032,175000,2JXtQ6vTVRSzDFrbmv4kmHV45E3AH9MbD9HCPqEzAJNv
Dnk1yeH42AYZDoMzNu1DtBMZN4tjhiGPWytDvaKcAvPt,0.28385,0.9,Token SoLE,0.0000231709,87500,HpzdHPbevwVmbFpg37HfDT7Xk8ZjuXsoH6vF1bLTxV9c
CpZ6FTfiqBa4yXfWTWVo9VT1r3VsiEHqpWa54B78V8W5,0.283584,103.748069,Token 2poo,0.0000115751,175000,7f5aNX3CFL9jU22DoJSDoALJVskx89pH5esaWT4esbFJ
DGBNdxZ7BwzoxYKePAUSrzKeqXVhgCscuaiJgZPrgoRP,0.2835,35.43779773,Token UST3,0.0000092570,218750,HNpzMbwwvoFQQX88hR8Nd3yTabnv1mKZs6ARcRSbQ6MH
G5HU57w7qEZiDdrDwnxsuFPTtGnteB6EhrkbUqWW1k4s,0.283486,0.313607036,Token stSj,0.0000462826,43750,4oePSMQnLsUZAwJNTAdKdNsh2yNuFPVzoyNNGjS3pgQL
J9eHKHWhEy4EhVf1coPc253MLsFrK4Y7Um6kQu5WbjFv,0.282884,0.896972878,Token SoLE,0.0000230929,87500,62eAcKsRecz4S8swJPMhsdqyzhv3yR4zAp7tc3Xf2avp
BMVGDodzgDqE1yeFEbizGB5pUqYULvBJF54UuHfKX9sM,0.282632,0.896151778,Token SoLE,0.0000230718,87500,2RDdhbjajEGjw3jZGfdt7dpb3FatFwwrPXvy7jEyTZRs
ChLXKAkP5VuHCckqjEzZrfWvJXBK3mB6q2CjvRvRw9pS,0.282604,0.89607,Token SoLE,0.0000230697,87500,mD5Ymx2atBFY7YNcZeWhV5tFFMM6ARjFUMkBWD9pnBX
582kh8duW9cAx7fPm8pLr4yFfxra7pWUibphG5gKgHEv,0.282464,0.895641948,Token SoLE,0.0000230587,87500,6wT3RCyzgz42Atk3N2C3YtvLzABUuDiYDB7tjHL9fdc3
CAtBgK9RRKNAKiqpYigvusciMNdV4DDLJVBLVcHmpFFU,0.282464,0.895631631,Token SoLE,0.0000230584,87500,2ZN7b8prHHFqnwPdYHLYC19jGKS5YopWohuod39ferhC
3fCDdkkE7DGi6BpbsApZCmLdxFJVQBihtzFGbmjh7QVV,0.28245,0.8956,Token SoLE,0.0000230576,87500,4kMjin44cd9uQD9UoxDPhQSuCNfWmQ9rHeJMr1DpaxWT
Bqz685YT77Dz7ncX1f93mLwq6X8SBT96qPfu5Dh5YmhZ,0.28245,0.895572318,Token SoLE,0.0000230569,87500,6w7osEbVSwjxJYyN8YtkgWTX8SDz9DFWMFojWPPjZJVs
6JiqmTmsxcYS3Qg1AQNSyocLMnwSYqYvNWTCwX78GRPD,0.282436,0.895557263,Token SoLE,0.0000230565,87500,7sVU3cUqHJ1er5Yytza2qrPZiwL3qJ3PzeXNRUzZqfEF
7bPjwo6SCgq4p1nXCNXv6TFM6Y9dqcx8awdBSMyuRMpF,0.282352,0.895253982,Token SoLE,0.0000230487,87500,7YFWdCo1kQrEqJG1bNVXxci4yKrKrbfa4mf7FDdHjvSA
78FvJAtyNFEKueZxwwWqmS5M5VagL3g2ibVLF1USxqPb,0.28231,0.895120722,Token SoLE,0.0000230453,87500,4bTfKaRGDT4q4VbEmw7abbePyedE9nqCARpwuKz7vTgu
BEUm9DKkCCLGixQunEeEtUa9LXNxVRRXCzZ1sxmaKrDK,0.282016,35.253812758,Token UST3,0.0000092089,218750,2gZDC6EEvgfhcL2jcQuTwZC5kqLKCcWtQiGeX8ZoNBZ2
4fW6kAQqjmyQVSVYkZvDjiDU3eRt4kRtsrVbCCFJ1iqv,0.281904,0.00130361,Token SLPb,0.0000153417,131250,ErAoNbWLKrpx4fr4zZtfqSgG6AMLFcLQGvWDAw5nswvC
HDaGHSoCeJfYePkzxX8DRvSLvuXjhS824jxo42VEdEHR,0.281792,13.5215,Token uSdK,0.0000460076,43750,7PPGF4XdqzZnWPqVnVkYhwcbMuh9vveyXvcma2nZft2y
CStnToYBAKjB3eNxKwqJatBXehMwTBZ5eBKi1L7Kx2zc,0.281582,0.892819587,Token SoLE,0.0000229860,87500,AAWbvxuD8fSeG78oXQjowbqQ3t2zyrpnmDa9T2Yr3awb
7jsJZdc9BFfY2YvnXxoZRq6roBppKdrAZbc4yhp1iTnr,0.28154,103,Token 2poo,0.0000114917,175000,34A89TkHaVNrzf6SWy2CRfwchzRa4RNfvnLUHQ7879Nb
EyMRkQ5bsak7eRF7JafXfPZq9LErst4y9apPf1bmRxMo,0.281232,0.891713687,Token SoLE,0.0000229575,87500,5a4WkjopwmpJjdmK4Aj5BjcBNAjM5MAP4EAmEodwmrFC
69J5JdrguxDN7JbmRgUVNgULU4AnZyTPruFiEsCQDyZt,0.281218,102.88,Token 2poo,0.0000114783,175000,CNrhvbD3N6YGcLYsP4Eq1kZLNutbnns4jJBXi1bwuRHX
29JktyDVs3GFrs5cU76BwEeTXEYPDaGw5X4mqh9bAWAh,0.280728,0.410004687,Token PrsV,0.0000458333,43750,CcTpy2NGmQP7MZjS4AF2hYEB46AtTPAgJYTtFzrcxV4q
Gc1M9qUTW6623akd9d5hL4DqRHwv5xUso3Z1H7vNR3cd,0.280518,0.889450811,Token SoLE,0.0000228993,87500,RKFuxcsPCm7vjFT5q2wnS5pLD1JaxZiszruoBRoafn1
2fZ2tYJSHsE7nSWisRQhF8rfC1Ui2FS4ELwSxcGANGaM,0.280294,0.64468,Token LUNk,0.0000457620,43750,3gvRkPYmS5EdcNptLXFGkZuxWmdsDHpPFxbbwyUNxa2Q
J1dM3KFb63JCkyM6Mp5ziBDhTawGG3iwLDcBnJpLzd4q,0.280182,27.25165911,Token HUSD,0.0000457432,43750,8rGnGqxT3tTEEEy17jCuhomWjWb4x43NwmF6Q1uQNhAT
J3hXF6udJPXPH8Yg6fP3NNsfmzNcsh1hxQ7g6B5Txxwu,0.280182,1.244354641,Token FTXd,0.0000457447,43750,5Brks3smd6mXZYSfHWftseAhxMP5Ds2okzLg3Ukzw7Hd
6ejfDpAS4jhk2dngcBB4NbWoy1k4Rrrs1EB6MQp7KBJp,0.280112,35.015234096,Token UST3,0.0000091466,218750,6eErh41rWbEE74PvkCVEud5gysVWViyG8AUAtzQdEU15
94fjBDdnMxtXtDDmGiqPNHyV9suqETFGkid1gUzu5NTF,0.27979,0.00129387,Token SLPb,0.0000152270,131250,8vcgud9xZF8Bxm7htfZmLriwHXG5MipGaAuKVA6EvFc
3ic6G2jxvsxsUeYFFpntALqZTkGEaH81poSdXXBQo1jE,0.279482,0.886179318,Token SoLE,0.0000228151,87500,E7RYNCGPb5BA2er9Bn85PQxvRFKo4sajDLVMkMXoqyXu
FaBQuAuJMJ6B8Wi5vmq56m2cQ6XyG2UARSasdYNwGwQP,0.27937,0.885833506,Token SoLE,0.0000228061,87500,FMbCm78ME1PCZErZbcJEWw7XAcFq5j5yWmnwb1gX9xXP
s17uANFLA3PaHz6sgnah6VRegjn858AJaawjaYt1Wpd,0.27923,0.885360328,Token SoLE,0.0000227940,87500,GHBy7tHe1NureVcvJybz9spFCgvfTj3PBdiaitCdvGWZ
9umLYeQZC6itgKyTQZsoiNZMGzJyysjxpWkqsBTmkcqY,0.278796,101.991622,Token 2poo,0.0000113791,175000,HsWDZQ1RXHHuBEhLWKRosHhmqgqmpkfU2iSEXp7qHCw
31Zhtsy6YXYnZ4xy4pi36ogVVLZzNeL5urCJhX8uqCP2,0.278572,101.911308,Token 2poo,0.0000113702,175000,DUs4XTJsnsbkGq7W1m3FA5BbTV8sMyuvuorAPJjK9k7X
H7EcaXaFKs41e3CsQJmqaCgBLLVbiSA8YnbBbsgm1HsZ,0.27748,101.515005,Token 2poo,0.0000113260,175000,FaePztuqwHPjZteaU5wrtvJxMetqQ9W5GKhBCxhZf9qr
GFxA7puiHjZQPUahk1BdGurThE19YsaGLoG418Pf77ED,0.27671,34.590004538,Token UST3,0.0000090355,218750,BTNiLSdKna2eUXuxtT5DN3NNYXnYRMQhUzj4We5D2nx1
6B5NcMfwyXEuZ2EDavRfYkTh6CLxSz1sHVzxg4ur5RCT,0.276346,0.876213945,Token SoLE,0.0000225585,87500,46wtLFFpn1HJBKxW4kMgZ7zMndnMNAJWmGex5viZ69XB
4HQJ77rRQi1PpoY3k89C86mUt2nz3u1VPDi143BEoMqt,0.276318,101.087743,Token 2poo,0.0000112783,175000,RLU9VGzj1nVBV4k92fCQmpMS7CKdhZGqNNjDBrtnmUh
Eg6HYuaYcschx8QCGDFbMvFBK1VMA9iDU4NPSQqtk7Eo,0.276248,101.060417,Token 2poo,0.0000112753,175000,851MNVjuoNvmhkTr6kHtMVvuoPdQhFXKrkZXEDpqa6Cn
CaZ3TSit9LPTqfqpvkR1qomfLTtQhgsZB5Z9wM2gVSuQ,0.27608,101,Token 2poo,0.0000112685,175000,Vt8nQdMuj7pm2Ur36qw7AtiV95bJr3sq983zkAhKuNV
AUx3kzDymLGzf6QGtU2ZnjcDR4VDyLfWpJHAKoz1oFRw,0.276052,100.988853,Token 2poo,0.0000112673,175000,A7Ds6MVzTBuoeUGFfcwhzgJztYCbBZ8khT8Ng5oKHj4F
5xYDD8XdrLA43owyjDv8nPsBiZiZYgiMP5BM6Tv2iA2K,0.275716,70,Token PLYJ,0.0000450160,43750,JEDeRSTR8gfJL6hJiaxp8tSVa6PYeWW7RnSRAmo9r8so
A79dqwSCoHC7UJaf1bGHUGoWAVTsZRjtGCFtyM3FTt9p,0.275716,70,Token PLYJ,0.0000450160,43750,3M9EXs9WrxFBBrM1PDH4o9xVttyYJXF9xUmTF9YWHqMi
FMTAv93VToT2HpdbBFNuRX5Hz6oEezURTPuLk4ZYk7RK,0.27559,100.819384,Token 2poo,0.0000112484,175000,9iBqkyMRQyyVf6Rr3X1DCrEvTSxcmXZcozfMf2vUidWU
FW9mX9FtQxMLibrFvLzcFWCrkVcYbYMgzZgtFLwUF4zZ,0.275506,100.791443,Token 2poo,0.0000112452,175000,emJhM9JjNMcVPpajJxFoKMTJjnRW4WpiNhrQp9ogTZ7
EgK2DBjHU18bLbTGFkpn9DWJZvD3mTLu189KvywrKjsd,0.27545,0.633546894,Token LUNk,0.0000449717,43750,AZQC8twRifCLiQGpRXBb6SpbyjW4gXHvuxCGVfuGj5kN
9NMh5HnenVDLjQM9gae4iHjtNWuzBCDjMyew7GLZm51W,0.274806,100.534737,Token 2poo,0.0000112166,175000,BSfF19VbaiVZh2nbqu98qPHrsoGyLxapGqQ62HfavRAA
9i29HdCcP6MHcHzSPvSkSiHXoHxJAvi3u25ExeJT6aSV,0.27475,1.220218187,Token FTXd,0.0000448574,43750,EGKDPvBrc1yyH5pPQ9avouRqFouhtFZTLy2GQFUPYDWR
BXjYR7cqrukZ3poiujMhpAzi617bxnnHWdzpsBbbLG38,0.27461,41.851,Token PaiY,0.0000448341,43750,BB8PxRATfWuCNZ92tkqsJQ3qX76qed4ts9YJRoScjanW
Bxwmt4cPkAbhHBtn8kwUB8Cf7HuxUDNsFk7uWc8AvPXu,0.2744,41.818844,Token PaiY,0.0000447996,43750,CcdkKkbHR6UM5BK5pWuXn8oyf9i46aMsRRfyEteccQih
ErEYNrfb5SpRjJczGrXPo7qxgUXTnKMyEXZWn1Ej3fYr,0.27419,100.307069,Token 2poo,0.0000111912,175000,5z1mee7p1rYAzXphzq322kEK9BvitVXRCjkCbHVNeyAD
EYcCuCBCUgV33xKpPWPugEDfzpY6KqepUH2W8tCfRBqf,0.274148,0.869271579,Token SoLE,0.0000223798,87500,Enf1f4jeGDYQY59usEB4KJEZiJNM4mzYovJq6ijyXHRf
EirY8u1p7vnc6yYDFNiSRU5LqPkzboUSW6PUd3HQjP4L,0.273728,100.139533,Token 2poo,0.0000111725,175000,27qELCzAAbEF2Bi41te86YtfYdG5787RthFEpj2LVmaZ
4X2JYvDkde9itj8DvxVhvRSyRmdkSFdHg7K39g88mRSg,0.273658,100.114457,Token 2poo,0.0000111697,175000,B1qS3GU2UPHcf5wyJhwKRwdkjbh9dHLJjNbJfsB2Vvqf
BNdHgc4LSGSMDSurr37oLd9vucz5CUj6Z99W9QxhaFHm,0.273602,18.420065552,Token MAiP,0.0000446694,43750,8ncMhs7aeXsjDYwfrfWwTebcTSsVhQqNbCesisscGTfK
6LgR1h6sPcLFcxfhj9xqovu1qre3DoPZUAaN9BMwQ783,0.273364,0.399251355,Token PrsV,0.0000446312,43750,5S6MAbFJ4Mu7p9C3t6yUzhjnUJXe6jNBLuPppvbJzsuY
2wtnQ7RcV5k8yungX2LUS5n1rE2v2Gbkt4rJACPEHZPi,0.27335,100,Token 2poo,0.0000111569,175000,X9ZkB5pPCavVp4twEMMqyA3gpU8ETpNVGCWb6w1Duvp
3BdcDtARLE4eiGciJE78CMAWRVEtxDhJYKamDbcpcw3s,0.27335,100,Token 2poo,0.0000111569,175000,HUUQwPYdsrPVReXtVDpy39Y3YvQ3SoFUGpGJ6rb9g9SJ
Buju2FXzvWfuJ2PJrqHHDpac56RnWDecXmUNmTepeFoL,0.27335,100,Token 2poo,0.0000111569,175000,CuC4NGoRnukb7soqp2GpKWS1uMEAdPWCRxTRmUtNss9m
B67d7ECPUi7qT3eM2hsiogrGr3dNnmYsf99DbSrtgjfb,0.27335,100,Token 2poo,0.0000111569,175000,veGdg29cSHkPPYPVeaymuL8Df3RtpZ89CQ3YBSoJtEs
Fo3GejknjLUJVmM3Czjj3oLm6Ap8v4pp54WA8XJX5sgk,0.27335,100,Token 2poo,0.0000111569,175000,HL6rAABCScb3sbux7oDmXDNCSkf72WVaw6HsSYL44eqw
HNxiTjYhyy5Pkj2QinCLFyn6hyGb1EBX126vEUDFxCpB,0.27335,100,Token 2poo,0.0000111569,175000,B728MkggMFAhinbfkuftWoPkhZHtCr1R3zPdtimDabse
FqAfHBaHZZeckchHk39EjTMKn1hmBqSgYkewD96TRjzx,0.273322,99.989175,Token 2poo,0.0000111557,175000,BskYpXeJ2FNsN7CzCfK7L336NmpXbYKMTM7E5tZXueYF
Aq7r1s8GxSRYhn9oxgD9JygjsU9urven1eJwxjFGTTtQ,0.273238,0.399058607,Token PrsV,0.0000446097,43750,Gz7j8ArDMMAKN78v9L9x7KzNACWPg2qkVnKRimbZhvx5
BFXLfPTgzBSsYXD1G4MFSu3xdvVBCNQRbT8GAPCbVRrW,0.273224,99.956702,Token 2poo,0.0000111521,175000,FbtfHrHMVX75AHtLhqM2pkYHdGvJvuumuKLCjfcAnDwK
58hS2cUgncMAWvf3Mip67FN26kTS8iyEEWs2ynQxqWvm,0.273182,99.938056,Token 2poo,0.0000111500,175000,GSsDyjHfqeDFQvJ75DE7VGP2ZHqQVNEt6VFSp6NgjJvH
YJiWd1PucDzbJa8KkR5P8fq3Xx9dtgnhrkmwB2xVXVR,0.273168,0.398956788,Token PrsV,0.0000445983,43750,DPeonCC99ycmRaT5ohAsqZvjj72Vuz68zMNjC5bY7pFZ
7NMQShJrWEHyFwRMsgiJQFLswtqoSZapmJfokk7YknPT,0.27314,99.924893,Token 2poo,0.0000111486,175000,978CNojxP7mRPCg31ZhQD19mspLS3jvzFfuqpe5HVGaK
CJSKkAPbHr8qrarjPf7uC1aTXyNuUc6XDmrKkV9dRz6Q,0.272944,0.39864,Token PrsV,0.0000445629,43750,4w8eZ3x1KAqxW7Qo5GkPLvGCYt1Ke39rsKdroF2yZvdz
6FS5XiMcv721E2HfaYytzutuFUfdoC98iaou3bE2GhLG,0.272944,0.865442622,Token SoLE,0.0000222812,87500,fVLwKTTA33zEXMMzmKhNyCcZ2BuQQhwvfaTn9sGC1DG
42oWKNDYqUyA364fa4Jj8DMVsxPojh78fktygbqqfzN5,0.272566,99.712581,Token 2poo,0.0000111249,175000,Cabd9kiJhfX28822tDZYt7HAEHgBHSmQjbsgpvz5njf7
2FBCNoQZv86kBqg6VkFRyRRaCNUuuegkB6yruDnuG2Si,0.272188,99.578293,Token 2poo,0.0000111099,175000,E9X91iNfyfvAHeAAwEwQiiVp9ZxUyBQFmcmTWwVzDi8X
6hMJuMoXRQM2Qm9cc6rgbECrbVP6foVQrwnntJ49Fo75,0.271992,13.051,Token uSdK,0.0000444067,43750,FmNgwccXdbJy2vckNyemyMpQqHKmJphWLeV8CWNa5Eyi
HvAn5D8a7ajehnGWnibPfe8VbJp1MBdVJB8sYvf5Boew,0.271838,99.45,Token 2poo,0.0000110956,175000,5d9hCsPDzHqj6wG5VyJXtvMRYFZ54FaAkjwsDPBqNrnq
2C9jRFEgegkEpvac5xAHqKZmCVnqMew5FZwMm9jhcoK1,0.271236,0.86001494,Token SoLE,0.0000221414,87500,14GYNDDHPH3qVsRX7Am9QJKc5a6ycnsZDjMn8UD53KQk
7FNK2kpTjv5Y9b3xzLiQcbiy77MgMjzFqHzxydoWFN7d,0.271222,99.222799,Token 2poo,0.0000110702,175000,HKY1qWmkrtyman6VuXkavLmCiM1DfFGzfgdbhh4k6Vqm
GxheXr9yKpAxFKbk5q3UmQwYT4rZ159fkujpEnDWng9z,0.271222,99.222411,Token 2poo,0.0000110702,175000,EVfpY4CKcFy5LvM7XDoc7QmyRue65cAD43eUWgxC5Zhp
FhnZPWSKotf62zXjA3dScW1reQNTGDMBS8jMFWEJBFoS,0.27118,99.207617,Token 2poo,0.0000110685,175000,CEAqS45ctF9N9K8eJncn9ev4GzCQvPrurR9ZDvcG2SLb
8o5MRegDpciFfQxy6S4AaYftDLm71A69NQZqPWWZ8vft,0.27111,99.183726,Token 2poo,0.0000110659,175000,CiwvQTL17d56BSCRVnBbPTv4RZJNivAkbbrqokXLzf9D
CPubsYdYGBD5qSnJ4xCvGyi6Vnuhg5g5QHnaJdWFfK8y,0.27097,99.130706,Token 2poo,0.0000110600,175000,6DPAenvaX8GNMeoT5KniNbyXRtqgqzyCw66bRPHtJsxA
CvgwzbFwgXbMw3M5RgtskJJLxiexGQ1mPqyaWzwp7nMF,0.270956,99.123817,Token 2poo,0.0000110592,175000,7SU9Ukfd2muU8B2gb7Hw2SfAkwEpyCXwDEkwnrCo2JWb
BS6DXWreEMLZktFbTziQjYDFQeBcfYudq7fJHXwHzWaX,0.270928,99.113717,Token 2poo,0.0000110581,175000,8w23PJSjzWH3hVNbrhUPe3u73UzqF69KnyV2otk3znPh
G9dpRGBwVQdDAYUorX77AeHhLkUDsTtdF9KJjN9DzKbp,0.270886,99.102126,Token 2poo,0.0000110568,175000,DodfQZ5icoFwNnzVPNbQfaFyLDLNEcovov9ZF3jvFqpL
vQS3dSphG5obhDVfKwT36uL7nVFyyhzx54Wkh9fphzM,0.270634,0.299394276,Token stSj,0.0000441851,43750,2NMZEB268LJG7A45MkvLb7xxQviorCNyXZvgYBv3naTm
Cm4pubqAyYEbQ3VBKuthXC5eR37DbrWuki2vu3SNsCgY,0.270326,33.7920574,Token UST3,0.0000088271,218750,DA7qsmn1ediguSnsn9jKmCzWfqhukh4YoSr6qNMHmtdJ
EfaZLSSn6FDFtXbT5ZVDEwAk6aopKPxHgfsmjcxTuvez,0.270032,0.298725856,Token stSj,0.0000440864,43750,CT4RLr95yC9xe42u2NeAqdouH6apS9NEdvvzv8eoQ2ca
ExXbrJAEpxtKjWEg2uwqZYJ3wRjDKmTBPftPQXSP4U3T,0.269906,98.741386,Token 2poo,0.0000110165,175000,BBbC5DmLeo9ZzodGrmeHKGDfbSjxCayoGCwM5RWEfhRV
G4rfUk8UcdzSW4tWDkQAxpkAGQxciejSjzavfqswFCt1,0.26964,1.197492688,Token FTXd,0.0000440219,43750,3MyCZLCPiRCPNVxvPayeAu65ooq2wRW65VyP2Py7EnjD
FeZynSc1vEpuyYaEVeWWXj3tShXJ6fEDouNQ5bUm9RJx,0.269556,1.197171415,Token FTXd,0.0000440101,43750,S7H65tADFFapBy5e5okkKJPLZr3eS7Gx5hbwAxAD4Hv
2q95PaKDms4AFEZQtY7PFQEwkmUrgozRzPFavjo4DbsL,0.269346,98.537049,Token 2poo,0.0000109937,175000,25zBRUH2rT6rkahvDrfgW5HE514aQdhdvqsn1cQm6rwH
