authority,amount,balance,pool,poolShare,dailyRewardsRate,farmer
CYkDceqXhPjmxnwFaj3ohYHvv2ZeCwsES19EU7uyJJj4,26241.890052,1683868.937943498,Token Daim,4.2843902115,43750,6AUCPmcriADHpnXK73eniMrFXNdsqJzvr87rk7bv2s7L
JCuiPa3qVRr1koM3oZeYniun7tjXWFiKUe2adKpMAEMm,25474.022812,117.79999987,Token SLPb,1.3863413778,131250,131KBqnd58F5bhesPF2TmpwdykufoKT22yFrgsjohEJx
CZjQxPguoawwMB4qcWiMAKEdQWwSuqCNaZB8ULh5PAQD,24584.226884,6281004.411924,Token APUV,4.0137513282,43750,44kM1YPZtnNaiqLRR2o9j5L76ZSzVZLJYWSmDXUPsBZn
ipusaMtQfQCbcXGTeCFuFkEK48zmcc1iHrjuBFC3ND2,24412.920798,3051701.410627742,Token UST3,0.7971565977,218750,5GsPyfkgN4hh5T3vRQgZMext2nnvjPf4kdNZpeBjKN4F
5RtDZZUSUeVHUrvakbr8Widy6jqGD9D2H1hrrQ6Y2K1R,24312.84968,1431770.063584622,Token FRAX,3.9694448458,43750,CepcUJUxZKWGLqgnUQF4a8RNKJU8CALLfTXRppinmZbZ
En8VLXNc3TAuQ6JztXKDDwYshB6QmwuNUpMs2LcC85vT,24140.139002,50.05566346,Token pBTC,3.9412471846,43750,AcF4pH8oWjThfoNWmJ4NS8ZepUY2qbp4chZiH2iMCBmW
6JLizo4EWhyGEbWuLnRYM3n1ctXbpYquFdBZPjNn65SH,24073.643776,1658321.381260815,Token BUSD,3.9303908199,43750,EKYy6jYLVSNt9PKYxjTGxyVSz2k2BAH7sPUhH5b5Exve
4mqXjnf2u6A4eZ2pF9BTi9wEmEJVp1SQNLg6f76xxrSn,23970.483726,1411608.324497494,Token FRAX,3.9135483626,43750,9avHKrfjY44rqu4HfynsJEF5bdRHQH6jSUyZ1Kh9S4Q
8oGyovoG9PUP2ggxfvkuReMj1u7tTBZpBgK5UftsJ4ve,23899.720418,30.09221,Token BREN,3.9019951711,43750,Gh2345tcytTJ8TZ527cSMSgQRSfFZuSGr4nzeqmXHjD
7Ss9SxFpbzo9twk9dfcMfJCcevhW7jLShBA7kTscNqur,23164.433712,19539.355475317,Token PSop,3.7819483616,43750,3XQQLsVXip64FSuritaPPv4eMo89FKsFHiA2AevbDjTd
4iKhrjje6WGuV5NfeN6PrGRBPLUmGLLjTZXKuRQE8DT2,22666.406042,1087606.177442353,Token uSdK,3.7006377204,43750,G2vNxheCsiGhvtWtRHeXYkhDF7UHSzLTAUUzRKjvEAZH
DsGTjABG9Hr8LPffkdNomDvk6HrCsQkFuSsxywfS3vgc,22570.827118,71566.788564143,Token SoLE,1.8425164997,87500,C1EARNBnEG5vPU4wfnJky9b8j5U7X2CHDjCzBX3phTow
BaTLS7VSHQFDmHB1anSLTvMwNJ1uufwE5RaCE7gWAM4V,22433.066866,8206866.422592,Token 2poo,0.9156353824,175000,CBjVUjfHXzsSihzsn5mMrS2YUzp2z2RzBJAG9DyEQ4CL
4EUnSyVDx4ysFJNypazWQ12oHL3VKQ86L7GYihQZvmjD,22304.034494,1070218.439807115,Token uSdK,3.6414750206,43750,BLwSWytTjBeiXWBQXCegSAXKGTHMLSa3L4MgramHBtb1
DXPowZgKkZ83b529ZArhnq7YzDPWkmxpnmjvLix8SXkh,22146.186608,1490985.538809879,Token MAiP,3.6157039351,43750,91Ng9Xi6GNaThCK3Fh2V9N5aJuTnRoJagmDDwRfNeVbT
4f3evhMPbcG1gEAExWRsBQ2Km93TikXdYb3mNVKi9dpY,22132.46399,102.34756694,Token SLPb,1.2044878363,131250,ATcZvXTxBzGCmKAceKwkfLkejU9yk8Y5rwkTYJU5MG1h
5QmbFG5aAdk7KQYJGgyK8U1zo6YRiTVRMUuiAuYGya1R,21954.619162,101.52515576,Token SLPb,1.1948092060,131250,CV1XjXV3xs7wT5pLuNJSAth89xjsJovU2vDS4MZm6rPj
HNqUfhUxnW5CjBLx2PmCm3G7mHPqHp9ixQ658FyU9gvb,21798.074718,100.80124436,Token SLPb,1.1862897805,131250,8t4C6KWhCGnNpFkUcspg1mdCXHX8ar7DwiNxWgQ8J1Ez
6rzGY4ZjwdJGgiMggiQxbhAhgB5suMkHjZjQvNhTk6xF,21738.86981,50000,Token LUNk,3.5492032352,43750,CfFCSMzJ1RLGoF47pXtBdi47JFXRaSuPh2YuR8AVddmY
GY7Qwn1fB3C56JK6PmGVdnikotGrrHC39cJior34ypi4,21726.550594,1496641.046022195,Token BUSD,3.5471919342,43750,36Cz7FRvtwXUCn2cmchwf931ZraBdTxC1DvPwRTeLFAB
AiSwcan5s7invHM3V66gsuTo7znadXJqSiSzf94eL3Rb,21669.312896,49840.017166836,Token LUNk,3.5378470034,43750,Hmu6fZRcUD3EXLQsJ1htA6LuffmfBnc2q7vNcRaZZVzw
62Yc5Z82i19bsRqXwqzQ7DD51WjRjmfSJNghsbNWVScW,21587.916196,99.82940439,Token SLPb,1.1748525822,131250,8SC5nLR3aeEsMpxdMBzd4t1CxUdS6D46ZCL54hCX2wpc
ABj4fC2zAyKRjRUQuUyojJi1uDWVnx5wdKjK7CESNJyp,21579.507264,99.79051879,Token SLPb,1.1743949530,131250,GcrFJ2C6xhfknrfJwSn5SuyCmLGKis7QUw8cpGxySnLM
GUKzocBd7k4ray9hzqwRu3fSL4Ph2GaHpXPjXmZyXDTd,21558.121494,99.69162419,Token SLPb,1.1732311017,131250,FpaXRZpNMAQ3VFXUHzdvFyWPZTZQ1pEbWJWFeHc9Kp3v
AqXrkgoFUM5VifTopoSgXM1fUbu7WnTzKmtp2gqoEsYV,21538.841198,99.60246597,Token SLPb,1.1721818341,131250,88CgtX5tcBNwXai58XuhCXia2BmHSz56vLaUYjCWx57N
285CG8x2q9A3fg5VSgNDLMTz2VKGfefbKJhK7xu4PVrn,21525.161224,5464769.315023,Token PLYJ,3.5143120355,43750,Eti8TgmbXEuXRxTjSTRbN6qyP7zWmwpGXdJL4VPXqb7n
91g8NuQnCL8wnmNzXY6Aimk8p1WYF3u7i7Vm1738r9AM,21316.51186,7798388.267178,Token 2poo,0.8700617088,175000,Aa9H1R4LRfAQs86L17VdJYfJ4m66Qpwrq3hzCGEBne6B
7q9FHM8oQJ28zoQewp6t2DTNqEtiaHd66kjEsEJwsk7t,21027.197744,1238279.865959665,Token FRAX,3.4330118757,43750,CvEbXuCVU7fXZE1xAfb7LMyfZsGHkDzL3ni1jHv2sVhb
AtrQkniJjUxMcS4mGwxy9K9ahd1fmMkc3UfxnfyDNHUm,20988.437064,2623628.836237428,Token UST3,0.6853367205,218750,8J51azq7RM1WC41cU6LgArqB7CqSqGVbwc1JnD8ESPZ1
CcwZMwGVYkJX8TRsMkKw3MuBC1RePKraw2DtLqgLscjE,20847.292984,1337712.680971085,Token Daim,3.4036396700,43750,76zoQmEJMaD92SuzCxiyirm5D3BHVcXv6PvtSTNykShn
D4wJXmfrYsftGxiHhRJzpv6HePk7N76gcJUK2gAJY1Sk,20759.81488,96,Token SLPb,1.1297858439,131250,9uQZSkBRwg2LNXpbLbsAYpkcuWQ3ArCmH5aBKh5BhSAP
BJZVD2VsKSJ4YGgY2f9bnQzCcjPfWv52zbBwaytJ7ACv,20718.49325,994139.132797309,Token uSdK,3.3826111422,43750,47yeA6X91PXVe9Drq81v7fjH9oKNbRHF3oeGsUXkjFGD
8WLsSeon3Yjbuqqk8uu6842Zn5CnpwCnFoiPjgZebgHZ,20619.277504,1214257.672467933,Token FRAX,3.3664126539,43750,14J4hiozLSQf6ThPFZ1MzrNCtrSaqdKa7t13troiNMuw
D6gAmWJXG3Ci1AZ9mWtcTJqvw74ujaSq8CBbVKT2gXAM,20354.354328,275232.742359,Token SRMK,3.3231598908,43750,7TvUzzCBYj29JWSG2k3VWgF92KZrNFuf8rLAcF7Bd5dX
2xa56oEDyVNDCP58XHMUdLK1YCmk2g4oY11iwdRzSWFL,20308.582336,1398963.805671897,Token BUSD,3.3156869117,43750,2jzNf2RzD2kcCQ12fwUYTSxqGqMu3A3H4V2PArniqshk
7L7ZxXDdxkEYYVdyo2Ha57izbrQcoCDwie8pTGmsHofF,20238.738674,2529913.886188297,Token UST3,0.6608567729,218750,76ZRMSHFQk5WaXCx4ZasnodrD68wQZpmW9nMLnkuyirb
14LUCPEXoL2czS3obndY4C2xZo88PM4ec9PQe9yzN3FE,20201.706154,93.41912738,Token SLPb,1.0994125798,131250,CQZpKi9AFdk2VkUaHedyiQNMSW87ftYKqJiCn9V2R3YV
8WLzBKocv7WkxA5QntEode3SViw2dFE42uCgSZEYjJHD,19902.63709,2487900,Token UST3,0.6498820273,218750,CJphRmtjW2JXu9xSYq13LA6jby1xS6uGCQikdVUtSwqS
EBGAyWMiU1jJASjQTdMcgiHAFt8DFLExLHHKMMaA2Bdh,19868.84095,7268775.358789,Token 2poo,0.8109731002,175000,Hc39cYUm8Fu9Nz8kW8EQiiqhR1y2Xqis4ycRxCr6qMGn
2qbLZrmQBfMcG43w1frURDxo7f888A3ykVjY5JTz4dFo,19663.712614,1323853.70354847,Token MAiP,3.2104020601,43750,AbD87J2XMAA5RxGuN8TtZKiqNkMCa9T4J7jUj5MVAPmi
2VhmbG8YJ2o4oxDK6HhMuGE8vJhFp8RBxyLAUVWY1wwM,19660.943204,30.052331075,Token HBTC,3.2099499107,43750,87vt7Ty7TyeJGYoLSbPCPTJ6tFkToqLcFW5XddxHLWi
88F3SoAAPUfnH2KpMwdPLECouPULxa4RtzFh4pweK5M8,19620.804294,4981294.595724,Token PLYJ,3.2033966195,43750,AF1zqZupfsKuaBQZEqrT6hBAiB48bHUGaWcJyWAbPPey
ARgg3UKEXvY16x85P9p3q9xxa4C2DsEVyNqcQCMTf6Mf,19245.397948,39.90619783,Token pBTC,3.1421057873,43750,9kMQWnu8Ds9yQwDWCaemvkdTGShT1pYfTpW3CbLADUKq
E4DeMRp9AxDmK3Lx9URh6mjmDebvUQDcbKkYG8vAQswq,19122.326006,24.076978292,Token BREN,3.1220124088,43750,5zLNhMoMoxM3VJ2ZWcTTKsS3rGTcuvmEkDeuVBMSvUTJ
2xa56oEDyVNDCP58XHMUdLK1YCmk2g4oY11iwdRzSWFL,19001.724588,1219287.702016329,Token Daim,3.1023223826,43750,2bCw6otzhaFQsJNNEdvCpwBgKvxikheksgTfCihV5knH
D8B1AtzmGCZFHtx6iZciQa6BsHiiTRj8BnCceo6VnCB9,18898.333664,39.18654445,Token pBTC,3.0854422320,43750,347FUyGAqu2ZmvrBKzwFG6vvbqbzK9X72AKzygnMaYxA
5ygjzD6jnmobGAYHbkXKiwvj4FkouT6XQxZMUVxvfP1x,18863.924688,2358057.277590792,Token UST3,0.6159648876,218750,AH6J2h9xqY5VUVCQHgHpcghftyguZVaX5MwPsmYhNAjh
2FxkHKWHyykLWqJ8aHKnAmjrYkyMAFMVeEjhdhoLm9Jq,18766.603744,2345891.815213188,Token UST3,0.6127870608,218750,47oAyXkVhhvUeWiSmNXABsYw8i8XymR4A4TKaE4UNyC9
Diujnom1jw9fJAp9MGabQHkgYnTRARKZQ88yJ6wvZeFH,18748.654484,59447.577364601,Token SoLE,1.5305024070,87500,FqBFyGc4skRFSXmAp2fPCm8dLqaHvLWLwf9GDUyu19vq
HsHvp2nxhEv2vPpY5NTnJ1Ua5VWDuyE94W9Vd3r3HjbM,18272.130422,1230165.838669386,Token MAiP,2.9832049661,43750,FyiFfvTJgexYZL2euzcygiAcT73iVQxvQpgrEvvSqFft
6K53WjKao8y6xMdvkFCXZAg8VB88bup8oxJzXF5Sjkev,18109.251202,2263720.424095849,Token UST3,0.5913224882,218750,creYuNAjnKgpwmVZy2uHfAzAqJEDPboYwS9dGtbWJ8j
8VApZiNZmgdvbcrbxfGMCAyp8C1SvuJVhXWN2xHmFUcX,18036.473574,57189.419076227,Token SoLE,1.4723651902,87500,GYy8LmgRK19KbvmwUidVfAkvc4tb3tNR6vzMzF9Z6kTb
CcwZMwGVYkJX8TRsMkKw3MuBC1RePKraw2DtLqgLscjE,17951.658284,27.439638699,Token HBTC,2.9308829844,43750,2DPmv24vvKSt1yEjGjY2ks9ZkXEL7t9343WadBPY8fk4
AJTk8i8V6g8kzE4B7oC8p4ffBh5mZYJMmMXW5B5y9ZQX,17936.725548,37.19260679,Token pBTC,2.9284449884,43750,HkgqytPfhj16aCn8Uj2LWccoNGWLFUAR1XsSqzMzow8C
JDQcjW7UjPEm77T6jhqGYc981wsi2oAcHXBkxncdbsVd,17568.006288,14818.731342115,Token PSop,2.8682459251,43750,23LmGKDN2kd4bhyfwuBvTEqX5B1h1DfFgVpUPRrEjttn
ra37XWRPzhH6jf21gY8iYX8XBzcpyYbgJGN776Lr8do,17554.902848,77964.368733748,Token FTXd,2.8661065884,43750,6RHVxMSen9EgDDQQMFwJxDsKY6PiGccSKGCZ1yADqJir
Gw4MXP7Rb4kL9TLyhy1PDnUkNUyuMV1SAKH8m1FCbk2r,17537.490376,1180706.412325655,Token MAiP,2.8632637340,43750,hkvN4TqLrxqHnDcyGV4qyo3VsbJeozhYoGWfCU45GVN
HngaAWaYiyjyX4cAFuwbAcpXhWSXQWk45zmP8r3fDsNt,17519.69604,2190023.944936836,Token UST3,0.5720717075,218750,DpH9x7QhzCjdzyavEPVkfyv4ra9NdtZVoj97wCivdMDc
B7TGjjXibvbaPsidiPqKJj9bDxs9GTSt7b33pVBMz8J6,17421.243098,25443.715536066,Token PrsV,2.8442845882,43750,42p5Ks5HGsS4NWJNFCgqkV9hiHH1bhWYqLkWx5wT1fuX
2YNme4ZxRjefVTNNd9UcU7mdZw6bqQ1mQow22Mv4ebMd,17342.64196,39888.554727014,Token LUNk,2.8314517497,43750,CNyYHs6KsJiPAaVLNpyYnkVAuSbhdrSL9b7USesMGqQU
2LaNm5ktG99He3A39z1TUh8jZJXcY2vJrwKysWR9Adge,17300.036908,80.00088405,Token SLPb,0.9414986073,131250,7SfPG237R1cxbX8QXyNBEfZqopTq8iSTJWywqoUK1DgE
ApJcN6EfzcDr7pez4au6tSWrjY9pbreNocv5YctgL4Rp,17264.33114,2631122.911028,Token PaiY,2.8186663081,43750,4e4UphbkcLBtTikghvUSDuwZgxtZZszj66SWXrqZKJzA
BKb7Hna6K4CL3AqYcgizHPpFQPXuXYZXzY8t9Ccx9Lth,17141.295752,18962.928978821,Token stSj,2.7985788978,43750,3rRdn3EBZSBZCD2YtDLAicV4DDBPnPcrydFWjvLUyAvc
78wjejbkpwEFuj2fQRtwsqj7H6sJFS9MdCdZqzyS3N9c,17125.526656,2140751.377222039,Token UST3,0.5592008702,218750,FWkcNUYKtA548eisdShYJpK18oni7si936odUvJr3eTX
3GFJgoDAcXdXXXQAeqHCzuocs6sgogRc72wqruMh3vDM,17019.075682,2127444.630785206,Token UST3,0.5557249204,218750,HhV5KiAUf2C8h6nfMSwcW4bfzB25u39Nd6Bvc39LAJRv
EcStfNYmsjcUsxbjbPbYeEjxSJkoezxmoteby2K7WEv8,16897.930014,38865.70497635,Token LUNk,2.7588457168,43750,BMFt8Z3Y7hrF5YY3EZ2HQJX3VsXWQP9EaVHUByDk3zE9
3GdQHcnHnbk8YRAzyhAnLw4YJVEtWTxmbgQ8qS5n5tYW,16856.023548,53446.489457281,Token SoLE,1.3760019228,87500,7RXQ5wP5jQUQiAGB6B1m39hQTLYPUae1Kc4pANbqoqjE
76mhk9AXJbiwxFgdRroeNAfCYVvCWUMQ5H2rRZtEJDs6,16761.8927,2095295.848671322,Token UST3,0.5473271088,218750,367bYpk9WohN2DjB76nQDFUuMBBNyJirn5RyNHmESGGg
AdkJPVwunDYFUWjGYBKnfbqbDDkp2xD86f6bWaCi8VcJ,16702.436758,34.63325349,Token pBTC,2.7269284508,43750,9HeLAPZcLA9gmq3bR9WxiA5KyTnR6cxB4GwEkhoZ7ot6
F1gosgyiJyFHMXkrzG9WeA3fQQ4bpBsxEcQuNQgLw5rF,16463.926416,789991.498709145,Token uSdK,2.6879879864,43750,4VVpq7JJnx85wMQhMStw6Z7gDTrky5rAN2Koj84Y648R
BFCHLwhrrd93rtd9tkNBThAnW1dH9eCv8xVisnQAERsT,16425.117394,1131449.963529704,Token BUSD,2.6816518198,43750,CerRUMMaCEjvKhVX19E4JotrdjdyF2ZNci8PXR6zTrKS
DruLuETHY2ooRC49qN8mm661fLhQ4VXk2b7tPeQkidGH,16301.252422,2037714.184110914,Token UST3,0.5322857932,218750,2793h52kYtVCegGS3xReedw6TCK2TkgJ5aMr3U4SMEC2
JCkod8xUb83ejQ9pLq9tTDrpEQAuiWrcLWX6AS5gp2mp,16227.599738,17952.133021045,Token stSj,2.6494040399,43750,AfYYvUK2eAdqCo5VDADCV4vBvhUieWyrzEwcZFprx9Yx
8VDLD6vpigvQRwQKmbt6P4fEccEQw2FLJH51BBdYnP6m,15978.416734,1997358.582334639,Token UST3,0.5217442199,218750,G89hZbRj8okGCEPPUKa2CbR7jptEbvRF361vyd8fCHqn
CCGRBAv4o5pRBsrbHWmnmQwyJodN9cmG4N6z1SszXX38,15928.137316,1991073.477227909,Token UST3,0.5201024430,218750,G6wkbnc7zSK17W5h1KzgfciRAN9gGgMrLf6cD8CjNCNi
DYAP1Zz8JrC9fxPLevGDG3QEbg3vF59nEEKPTveEUwbR,15910.22566,1988834.456233879,Token UST3,0.5195175724,218750,2yyc34YaeFdNTPNSpmVraRGnynjHHbGebMSP4B1qePJc
Ei6FYwt66QiZBsiip4DMx4YrZvrCPn4U3t9gHw8QBJ9h,15891.111936,1986445.174448997,Token UST3,0.5188934511,218750,C3gdoumgRLR1unSm1J8uWUzTTCVYYLAFjCd1RLPCeQDG
78dAFY7pZuRLmZqmS8DD9B2FatpV8scqTmTtUAnjWSue,15796.403476,5778923.319287,Token 2poo,0.6447511621,175000,A2dHm6eHY86zr2JZTRQfzyWAvFjTUtUDCWGC9gKP8wKm
3cz6G6xHV5q8Q4K4Lp1yUkGNcykywro7dct17QSow6dJ,15738.786028,1967403.897029766,Token UST3,0.5139195438,218750,HsxHGsWTtPUc2gkVZgdjEeJuCcVzbWNCRws438wWy2xD
5TNUVJHZw8Dk87Td5VKw6nADwUL4DBvMdPrdy6eBMthr,15690.784522,3983548.22681,Token PLYJ,2.5617607387,43750,EWYUijaqBtJmaoShEwQMdtRtBiq52e2hD3QXxWiN6vc3
7zor7nbxpFdGhd17UUharLNNRbCJ63Z3mTwSSL1pqN25,15677.57044,4005449.898336,Token APUV,2.5596033365,43750,8Lgvz6KKbbYqj6xipL4KeTpzhDU5t5zRJw9x8fxU3Zdh
4w7ZNmyDB1ecWHoq6rCHbwNVSXMEbDpCU8pLSZnSnFy,15620.4888,49528.899113013,Token SoLE,1.2751419430,87500,Ea2o7UVusVukHFHAicd2NSK5j2eBU9SBZ7GcPZPLE6k9
AKXsgwNL6YudWhhp38p14PXS3QhniNAu1RJYrN1zEE9r,15513.976366,744409.877,Token uSdK,2.5328941002,43750,DCwXMCPQFGoMAvptovgNKzpCVMbRQcEXc5VHqe6Gnz5E
2mZWxMJFUMu1NDyqjediyGvU9ig84q7Xs1v13AGHg558,15450.412236,1931356.152542398,Token UST3,0.5045032565,218750,3earBhpVcGG6dJnADoZjBT31syFcBt1bPaVBu4LEvjmK
8mbYJRscW4ak5kU1TxrmfHwRssiKtka39u2s2NbyiCTT,15438.91755,1929919.276146807,Token UST3,0.5041279198,218750,A4KdSkPY139nTjrjbtPdqF4pCAvJLPcNuEJ9fLL7hmqQ
5VmeVaq89ajUhwj9YNt6njPhkyGVRJkgcrL4hHeEnJQw,15431.945802,908778.621927352,Token FRAX,2.5195013561,43750,B8rEo8MAWK99nyxf2zkWzyhNBgR9BcCfE72x8sC1tc7X
DhvrugYoU9ckFn4XnBTX7riTXXr4SfqWD2sF8WiTM1yv,15069.808068,966987.578108817,Token Daim,2.4603768268,43750,FBX6DSTLA7wwubaUQj1sJZyTD8SDuuXviagNFBZvdhJo
5MDmEkYNd59CYrMajAp6XpbQMvEmKzdBosbwTGM7A9cX,15019.073118,5494546.40236,Token 2poo,0.6130233925,175000,8ADASTZkuJYLNPPoBntnrsA9iRaHFa7YcaT2KYR2UkPV
9gqMjXuKQ9sNqkq8SRNVsfxkLbo9iCPQus9hzhfVMmFU,15008.533974,5490690.786563,Token 2poo,0.6125932237,175000,EH4uFzeNL9pSHMYztTGiZ3tX85n3wcTbKQPtMrad3BYe
A6ocZ5zsxu52F8hmHu3SUNxgbn1Ac6cktzRNEszmRW8h,14965.30861,69.20435634,Token SLPb,0.8144385639,131250,Aj5bZz6eRn1ZUEn5DLpsMaREBEQAXiUt6umKNWTeTr6G
2xRJeGKvQ7bax1iYCMaqBUm7hFHudtVkkg4h6TbBZTGa,14806.313564,996830.731783017,Token MAiP,2.4173573155,43750,GZGu7qfX9rQWZvdgnKKXw9iGrytXEwh3UYPcaNe4H2Bu
EKjULsmZWa3rZsErfcgUi6M9iegvRHtHWzJhpKfCbRNs,14754.791856,993362.048486119,Token MAiP,2.4089456096,43750,Ce7g8vX5p9xQ4c8WnvcNjGmwAxeJJhqZ8K1JymYDQx8f
3BpiGQD4D5fAeifSr1AQpSWSEB6JcxzAmV5bxYKyyopp,14591.065748,700125.693373837,Token uSdK,2.3822148160,43750,GAiyCe5K1M589DXyZ7MeQNQPKMSqbkDSCBJUSk8LYBcc
5y1gn92fkzF4gRR1NTpVoWjE9yTzupyhyZ2gh4FePvzX,14482.025838,997599.420858895,Token BUSD,2.3644123811,43750,FsB9QSfLHtHxmPEsUfEz7C9N1muEmHgWhWg498YooQMe
2xa56oEDyVNDCP58XHMUdLK1YCmk2g4oY11iwdRzSWFL,14392.220962,1399871.24896331,Token HUSD,2.3497503607,43750,4UBBDQ6DMmgJMco7rShS77xf2E4GfikJ9gdMyEmXpFs4
CFh8WLv6CLgecQv1tmoVAJZL1ixgAYJmEjD4ZiJrvQdj,14362.591124,33034.35562719,Token LUNk,2.3449128373,43750,DJn9YJ7yZ6C9XvzwRWTsopXKUVHcmCoHTPnsaWjXCBVe
HBk6QjeVNhQfQ8guo7TibHFcasNaUEWUHp6FGW1gYghn,14288.377194,5227230.129131,Token 2poo,0.5831990691,175000,DWPzri8DwPghh79X9v7nmzGstJUz3LN7oDcPTmQESnJD
FXeiLKox5eiWTQc4SRH6iqU5EMe5bEREjyBZtA4kg8Mr,14209.537804,29.46411542,Token pBTC,2.3199245384,43750,F86susL9Ucy9obfYn8fQLvuBCYmHAJeGeBU7KaemYBVW
Cn2YXZp4SotUsBh8rswq125BvKmsZgWm4YxGuHgagi6b,14030.752806,21.446419129,Token HBTC,2.2907351511,43750,HPgErZQbbdDeBeT2qMr4LA7Ms6E64K419b96xLaDnKMY
8xhFmroxfZay81o5RfjA6Rg83DEQZ9EPfNuekEZSjsGh,13927.618936,28.87954399,Token pBTC,2.2738969694,43750,93vagWZTiHjMYkEwgQwaGFyrzf7kHtWiHQgTFdjQSw1C
9TbKZqPyJHdtPzW36u5ATqxmimkWqAH8byMHnWCQ9tEj,13892.380124,666600.53707783,Token uSdK,2.2681436931,43750,DdxuDbNJPuBxMGktKgyzAqNa5Y52d22SZWSRxUDUypo1
3Wsk87wuJKPEyzUWKQnmcqK7AqHtpEuHj2DBcL9YfQds,13800.009846,63.81564348,Token SLPb,0.7510209440,131250,3EBTtpJcrrnPjtzdh3r9qiYdh4vtjQdGyuXbrcag7SnV
4EdEiHvtgc4VHER8stLB4imJ8mQSnVdo2LEWTxao8xtx,13672.052968,920466.969420835,Token MAiP,2.2321719137,43750,AsUK5n8xq92Sey7z7PLWJuA58zgRuaEgpaMFVnVa8Hpy
2LBdNoEBqqq2aVYerpMBLgBfUkJuUduYZcYUFYpTStDq,13652.847138,1706654.160621671,Token UST3,0.4458072534,218750,D3FX4QCHSzmRKJNraSqoMNPu3z7PdcdhGT2sqWgLm2eS
Eq9nQRitNytSZEjC3ZTxH5ouChUkMTok6764MjcFcbCZ,13593.635328,915187.524146968,Token MAiP,2.2193690323,43750,AAE1NC2WLwNgjHjWdnD13DikK23jjRvaF7CnsToECRVU
A9fRgxF6T13ip6tkPABPgQYSTzU3BKYgCCuKyNxLXDbj,13540.56473,4953651.973824,Token 2poo,0.5526761112,175000,2KbWZFSWYYD23rRJn6o8rf8uMA2Thfp4Ho1Cxmy1bKBg
Ey1ahfwVnbmhjtuxXMdkEGLTe1RpzpGvACB4NUHaqK9V,13394.491166,4900212.726122,Token 2poo,0.5467139249,175000,BbbVJGSucQE8q6N6t61dcwAceUR3rRDZHT12pVbV6joT
GJ8pC5mFPCgQQcRL7xd5zRiy9k7K69ivVSZ3FryGy4Wo,13350.479954,856663.0857,Token Daim,2.1796701966,43750,BnH5EM2xgQuwrXsgMVViBk5AaQu7iJd1j7VfmUgV614P
2r6iG9xVsEtD51GzZadi5R5VKZQoZej7eQRCEyNGriLA,13297.711504,27.57340261,Token pBTC,2.1710549395,43750,3EgxoWsiBeCzfvLtW4fmodVCnedw7a64vyunxayxEesJ
66xdQoftJzjMz58xCEJAgfE7tVZxX2kewqYGyT7PuPc6,13296.436524,1662101.574367556,Token UST3,0.4341693560,218750,BaFNL5QipyBjPYZEB1zEhB55sR6AU4qTLpj4ZGhKCLXH
J8cHind441EKzJurTXaAxDUtR1jB99kqJtYmEetuGPpJ,13191.036124,908669.142541907,Token BUSD,2.1536385507,43750,DpMjW8Ysiw7UDqCwk199qt8dqjSCKv7zLZXJaYKHG45t
CkhmCnWWRCy4Q84HdzydpDL8maHtgdRWyvUNQMNNSKBD,13147.769418,20.096753002,Token HBTC,2.1465745982,43750,5EpsXrqDtYgTdRUQJDoub6GKHvkrAo9WHyZoE2e5M6Za
3vandbpann9HTNcjaPY66VPftZwr8aa9ZiZXsvb8QVBe,13064.336418,1991034.2665,Token PaiY,2.1329528856,43750,G8GKsM9JouDpQXmaYGBYqgL96bUMAA4JZFPXJNd8Y7TP
5vMbLmMowcgzmtMxQFaZtQTiBpx97rCJwnGhGbk81ks3,13045.911858,19.941060726,Token HBTC,2.1299447932,43750,2FrVbT4QPrVmtbiVEJhjRxhPxVpZPj918VdJrdDPRSmv
AJPkqPHK5MimvV8ZmRmX3PRHn8f9h4JnYFNrjay3q3wr,13034.704634,897900.193048626,Token BUSD,2.1281150420,43750,3ofnaT4WaHZZK42UcLjKJAeamuYnkDr5TTgDEptBZipV
HsCHBKwSRZjUktiHEs3DZDvA4aUaMkvm7DEB8zuXWMMc,13009.30519,3302779.063959,Token PLYJ,2.1239681944,43750,8gdWPUhyQCLb5wtediqR5yi8r67EXPdRcCFhqUezoE4j
HjTWd8iAXSyryKzJmw6aW6EbnjmFFdGLcs3tBuDdR4C,12976.24622,60.00629795,Token SLPb,0.7061902705,131250,EqvCDoJw9CZz9tZJ3tpDBw7mVapSc9a6UQ37h2uB3iiN
5JFMU6R3JMVfYaaJ2XR85GuNuTLo1J3GFCZcLLZax778,12927.814606,59.78233472,Token SLPb,0.7035545363,131250,AoDCtVVPPEvbLyyiNTjLhzioSnae3Wi3Xx8fxmucZuP8
5kA9LqyNaSBmmeMa7E9tGvA9DNGzcsLTReZuZF8ngC8S,12923.23816,59.76117177,Token SLPb,0.7033054779,131250,CPzxjFSa1xfnYNnkurm5Ho5tczEVeTtoNhNcPoBWuJZs
DY4fknmQvPJNFSEJbZkm48jvbN4DLSgZhpFkXJBdAwPd,12919.958408,29716.260605916,Token LUNk,2.1093809656,43750,Ca1kvxV9Pwe9FM6t1CtvtTEPy5KbExHsXw9Z2wgvbTvF
GTTqfcCSPnerkGpdbpT8F3GZnjue6WJ4Q2h9UMSufPDD,12786.92072,16.100050414,Token BREN,2.0876605264,43750,6SVVUm7MutpQNodz9DGnUuu87K9aFXZ9hQYeJXW8GMqV
